ID_BIT;GRUPO;SUBCATEGORIA;DESCRIPCION_TECNICA;ESTADO;TIMESTAMP
BIT_1771853787;01_MASTERCORE;SISTEMA;NUCLEO PY MATERIALIZADO;OK;2026-02-23 14:36:27
