000;SISTEMA;ASIMILACION_ARIA_VIRGILIO;COMPLETO;2026-02-24 03:15:23
005;MEMORIA;ZBRAIN_ASIMILADO_EN_VIRGILIO;ACTIVO;2026-02-24 03:15:53
